datelastmodified	institutioncode	collectioncode	catalognumber	scientificname	basisofrecord	kingdom	phylum	class	ordem	family	genus	species	subspecies	scientificnameauthor	identifiedby	yearidentified	monthidentified	dayidentified	typestatus	collectornumber	fieldnumber	collector	yearcollected	monthcollected	daycollected	julianday	timeofday	continentocean	country	stateprovince	county	locality	longitude	latitude	longitude_mun	latitude_mun	coordinateprecision	boundingbox	minimumelevation	maximumelevation	minimumdepth	maximumdepth	sex	preparationtype	individualcount	previouscatalognumber	relationshiptype	relatedcatalogitem	notes
"2021-05-26 19:23:36-03"	MN	R	169499	"Inga maritima"	PreservedSpecimen	Plantae				Fabaceae	Inga	maritima		Benth.	"Souza, A."	1988	01	06		499		"Rizzini, C.M.; Occhioni, E.M. 320"	1986	05	15				Brasil	"Rio de Janeiro"	"Rio de Janeiro"	"Ilha da Marambaia"	0	0	-43.2075004577637	-22.9027996063232	57442												
"2021-05-28 19:35:42-03"	MN	R	169500	"Inga maritima"	PreservedSpecimen	Plantae				Fabaceae	Inga	maritima		Benth.	"Oliveira, A.S."	1988	01	06				"Occhioni, E.M. 323; Rizzini, C.M. 502"	1986	05	15				Brasil	"Rio de Janeiro"	"Rio de Janeiro"	"Ilha da Marambaia"	0	0	-43.2075004577637	-22.9027996063232	57442												
"2021-05-28 19:35:42-03"	MN	R	195075	"Inga maritima"	PreservedSpecimen	Plantae				Fabaceae	Inga	maritima		Benth.	"Costa, A."							"Maia, V.C."	1998	09					Brasil	"Rio de Janeiro"	Maricá		0	0	-42.8185997009277	-22.9193992614746	20726												
"2021-05-28 19:35:42-03"	MN	R	231299	"Inga maritima"	PreservedSpecimen	Plantae				Fabaceae	Inga	maritima		Benth.								"Moura, R. 257; Pimentel, M. 11"	2000	05	10				Brasil	"Rio de Janeiro"	Maricá		0	0	-42.8185997009277	-22.9193992614746	20726												
"2021-05-26 19:23:36-03"	MN	R	24583	"Inga maritima"	PreservedSpecimen	Plantae				Fabaceae	Inga	maritima		Benth.	"Ronaldo Fernades de Oliveira"	1965	03	16		609		"Lutz, B.M.J."	1931	07	13				Brasil	"Rio de Janeiro"	"Rio de Janeiro"	"Recreio dos Bandeirantes"	0	0	-43.2075004577637	-22.9027996063232	57442												
"2021-05-26 19:23:36-03"	MN	R	29479	"Inga maritima"	PreservedSpecimen	Plantae				Fabaceae	Inga	maritima		Benth.	"Ronaldo Fernades de Oliveira"	1965	03	16		909		"Lutz, B.M.J."	1935	06					Brasil	"Rio de Janeiro"	"Rio de Janeiro"	"Recreio dos Bandeirantes"	0	0	-43.2075004577637	-22.9027996063232	57442												
"2021-05-26 19:23:36-03"	MN	R	52242	"Inga maritima"	PreservedSpecimen	Plantae				Fabaceae	Inga	maritima		Benth.	Graziela	1962	06	08		s.n.		"Rosa, M.; Dalibor Hans"	1949	06	21				Brasil	"Rio de Janeiro"	"Rio de Janeiro"	"Recreio dos Bandeirantes"	0	0	-43.2075004577637	-22.9027996063232	57442												
"2021-05-28 19:35:42-03"	MN	R	5829	"Inga maritima"	PreservedSpecimen	Plantae				Fabaceae	Inga	maritima		Benth.								?							Brasil	"Rio de Janeiro"			0	0															
"2021-05-28 19:35:42-03"	MN	R	5839	"Inga maritima"	PreservedSpecimen	Plantae				Fabaceae	Inga	maritima		Benth.	"Flávia C. P. Garcia"	1999	08					"Schwacke, C.A.W."	1887						Brasil	"Rio de Janeiro"	"Rio de Janeiro"	Copacabana	0	0	-43.2075004577637	-22.9027996063232	57442												
"2021-05-28 19:35:42-03"	MN	R	5840	"Inga maritima"	PreservedSpecimen	Plantae				Fabaceae	Inga	maritima		Benth.	"Segadas Vianna, F."	1965						"Ule, E.H.G."	1897	07					Brasil	"Rio de Janeiro"	"Rio de Janeiro"	Copacabana	0	0	-43.2075004577637	-22.9027996063232	57442												
"2021-05-26 19:23:36-03"	MN	R	5841	"Inga maritima"	PreservedSpecimen	Plantae				Fabaceae	Inga	maritima		Benth.	"Segadas Vianna, F."	1965				s.n.		"Diogo, J.C."	1965						Brasil	"Rio de Janeiro"	"Rio de Janeiro"	Ipanema	0	0	-43.2075004577637	-22.9027996063232	57442												
"2021-05-28 19:35:42-03"	MN	R	58422	"Inga maritima"	PreservedSpecimen	Plantae				Fabaceae	Inga	maritima		Benth.								"Ule, E.H.G."	1897	07					Brasil	"Rio de Janeiro"	"Rio de Janeiro"	Copacabana	0	0	-43.2075004577637	-22.9027996063232	57442												
"2021-05-26 19:23:36-03"	MN	R	65938	"Inga maritima"	PreservedSpecimen	Plantae				Fabaceae	Inga	maritima		Benth.	"Flávia C. P. Garcia"	1999	08			4666		"Segadas-Vianna, F."	1969	11	25				Brasil	"Rio de Janeiro"	"Rio de Janeiro"	"Recreio dos Bandeirantes"	0	0	-43.2075004577637	-22.9027996063232	57442												
"2021-05-28 19:35:42-03"	MN	R	66540	"Inga maritima"	PreservedSpecimen	Plantae				Fabaceae	Inga	maritima		Benth.	"Segadas Vianna, F."	1965						"Mello Filho, L.E."	1941	08					Brasil	"Rio de Janeiro"	"Rio de Janeiro"	"Barra da Tijuca"	0	0	-43.2075004577637	-22.9027996063232	57442												
"2021-05-26 19:23:36-03"	MN	R	67198	"Inga maritima"	PreservedSpecimen	Plantae				Fabaceae	Inga	maritima		Benth.	"Segadas Vianna, F."	1965				835		"Diogo, J.C."	1917						Brasil	"Rio de Janeiro"	"Rio de Janeiro"	Ipanema	0	0	-43.2075004577637	-22.9027996063232	57442												
"2021-05-26 19:23:36-03"	MN	R	67359	"Inga maritima"	PreservedSpecimen	Plantae				Fabaceae	Inga	maritima		Benth.						2455		"Sampaio, A.J."	1917	05	03				Brasil	"Rio de Janeiro"	Teresópolis		0	0	-42.9655990600586	-22.4122009277344	38539												
"2021-05-26 19:23:36-03"	MN	R	67436	"Inga maritima"	PreservedSpecimen	Plantae				Fabaceae	Inga	maritima		Benth.	"Irenice A. Rodrigues"	1978				8129		"Sampaio, A.J."	1939	03					Brasil	"Rio de Janeiro"	"Campos dos Goytacazes"	Atafona	0	0	-41.3244018554688	-21.7541999816895	62761												
"2021-05-28 19:35:42-03"	MN	R	67729	"Inga maritima"	PreservedSpecimen	Plantae				Fabaceae	Inga	maritima		Benth.	"Irenice A. Rodrigues"	1978						?							Brasil	"Rio de Janeiro"			0	0															
"2021-01-14 15:29:35-03"	MN	R	68573	"Inga maritima"	PreservedSpecimen	Plantae				Fabaceae	Inga	maritima		Benth.	"Rodrigues, I.A."	1981						"Glaziou, A.F.M."	1895	09	23				Brasil	"Rio de Janeiro"	"Rio de Janeiro"	Copacabana	0	0	-43.2075004577637	-22.9027996063232	57442												"Gab. de Bot. da Esc. Polytechnica, 5484; Herb. J. de Saldanha"
"2019-11-21 10:05:50-03"	IBt	SP	119344	"Inga maritima"	S	Plantae				Fabaceae	Inga	maritima		Benth.	"Pennington, TD"	1996				5757		"Hoehne, W"	1964	07	13				Brasil	"Rio de Janeiro"	"Rio de Janeiro"	"Barra da Tijuca"	0	0	-43.2075004577637	-22.9027996063232	57442												
"2019-11-21 10:05:50-03"	IBt	SP	119350	"Inga maritima"	S	Plantae				Fabaceae	Inga	maritima		Benth.	"Pennington, TD"	1996				5818		"Hoehne, W"	1964	07	16				Brasil	"Rio de Janeiro"	"Rio de Janeiro"	"Recreio dos Bandeirantes"	0	0	-43.2075004577637	-22.9027996063232	57442												
"2019-11-21 10:05:50-03"	IBt	SP	24841	"Inga maritima"	S	Plantae				Fabaceae	Inga	maritima		Benth.	"Pennington, TD"	1996				16		"Lima, HC"	1914	07					Brasil	"Rio de Janeiro"	"Rio de Janeiro"	"Praia de Ipanema"	0	0	-43.2075004577637	-22.9027996063232	57442												
"2019-11-21 10:05:50-03"	IBt	SP	363061	"Inga maritima"	S	Plantae				Fabaceae	Inga	maritima		Benth.						5711		"Lima, HC; Oliveira, AS"	2000	07	14				Brasil	"Rio de Janeiro"	"Rio de Janeiro"	"Recreio dos Bandeirantes. Baixada de Jacarepaguá, Lotes entre as ruas Rogério Karpi e Lúcia Castro e Silva, restinga degradada em formação de moita"	0	0	-43.2075004577637	-22.9027996063232	57442												
